"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GRC","EDUTRY","55_64","PC_AGE","A","1999",8.2019939,
"GRC","EDUTRY","55_64","PC_AGE","A","2000",8.3871994,
"GRC","EDUTRY","55_64","PC_AGE","A","2001",8.9105177,
"GRC","EDUTRY","55_64","PC_AGE","A","2002",10.314227,
"GRC","EDUTRY","55_64","PC_AGE","A","2003",11.021863,
"GRC","EDUTRY","55_64","PC_AGE","A","2004",11.989872,
"GRC","EDUTRY","55_64","PC_AGE","A","2005",12.164577,
"GRC","EDUTRY","55_64","PC_AGE","A","2006",13.080483,
"GRC","EDUTRY","55_64","PC_AGE","A","2007",14.176972,
"GRC","EDUTRY","55_64","PC_AGE","A","2008",15.427506,
"GRC","EDUTRY","55_64","PC_AGE","A","2009",14.881011,
"GRC","EDUTRY","55_64","PC_AGE","A","2010",16.390701,
"GRC","EDUTRY","55_64","PC_AGE","A","2011",18.293741,
"GRC","EDUTRY","55_64","PC_AGE","A","2012",19.670248,
"GRC","EDUTRY","55_64","PC_AGE","A","2013",20.816324,
"GRC","EDUTRY","55_64","PC_AGE","A","2014",21.076225,
"GRC","EDUTRY","55_64","PC_AGE","A","2015",20.164082,
"GRC","EDUTRY","55_64","PC_AGE","A","2016",20.874969,
"GRC","EDUTRY","55_64","PC_AGE","A","2017",22.022884,
"GRC","EDUTRY","55_64","PC_AGE","A","2018",21.946674,
"GRC","EDUTRY","55_64","PC_AGE","A","2019",23.115686,
"GRC","EDUTRY","55_64","PC_AGE","A","2020",23.971571,
"GRC","EDUTRY","55_64","PC_AGE","A","2021",26.326948,
"GRC","EDUTRY","55_64","PC_AGE","A","2022",27.828953,
"IRL","EDUTRY","55_64","PC_AGE","A","1989",10.813972,
"IRL","EDUTRY","55_64","PC_AGE","A","1991",9.6076279,
"IRL","EDUTRY","55_64","PC_AGE","A","1992",10.38212,
"IRL","EDUTRY","55_64","PC_AGE","A","1994",11.303427,
"IRL","EDUTRY","55_64","PC_AGE","A","1995",11.010137,
"IRL","EDUTRY","55_64","PC_AGE","A","2000",13.186335,
"IRL","EDUTRY","55_64","PC_AGE","A","2001",13.519325,
"IRL","EDUTRY","55_64","PC_AGE","A","2002",14.288789,
"IRL","EDUTRY","55_64","PC_AGE","A","2003",14.622723,
"IRL","EDUTRY","55_64","PC_AGE","A","2004",15.414967,
"IRL","EDUTRY","55_64","PC_AGE","A","2005",16.740286,
"IRL","EDUTRY","55_64","PC_AGE","A","2006",17.138737,
"IRL","EDUTRY","55_64","PC_AGE","A","2007",17.587715,
"IRL","EDUTRY","55_64","PC_AGE","A","2008",18.634274,
"IRL","EDUTRY","55_64","PC_AGE","A","2009",20.140894,
"IRL","EDUTRY","55_64","PC_AGE","A","2010",21.730202,
"IRL","EDUTRY","55_64","PC_AGE","A","2011",23.07571,
"IRL","EDUTRY","55_64","PC_AGE","A","2012",24.858694,
"IRL","EDUTRY","55_64","PC_AGE","A","2013",25.840607,
"IRL","EDUTRY","55_64","PC_AGE","A","2014",24.311575,
"IRL","EDUTRY","55_64","PC_AGE","A","2015",26.939915,
"IRL","EDUTRY","55_64","PC_AGE","A","2016",29.543598,
"IRL","EDUTRY","55_64","PC_AGE","A","2017",29.879089,
"IRL","EDUTRY","55_64","PC_AGE","A","2018",31.170588,
"IRL","EDUTRY","55_64","PC_AGE","A","2019",32.16758,
"IRL","EDUTRY","55_64","PC_AGE","A","2020",33.423557,
"IRL","EDUTRY","55_64","PC_AGE","A","2021",37.508163,
"IRL","EDUTRY","55_64","PC_AGE","A","2022",38.081379,
"KOR","EDUTRY","55_64","PC_AGE","A","1995",6.6120372,
"KOR","EDUTRY","55_64","PC_AGE","A","1997",6.5261779,
"KOR","EDUTRY","55_64","PC_AGE","A","1998",8.2532072,
"KOR","EDUTRY","55_64","PC_AGE","A","1999",8.4714785,
"KOR","EDUTRY","55_64","PC_AGE","A","2000",8.5314503,
"KOR","EDUTRY","55_64","PC_AGE","A","2001",8.8401642,
"KOR","EDUTRY","55_64","PC_AGE","A","2002",9.0704556,
"KOR","EDUTRY","55_64","PC_AGE","A","2003",9.5131159,
"KOR","EDUTRY","55_64","PC_AGE","A","2004",9.6098127,
"KOR","EDUTRY","55_64","PC_AGE","A","2005",9.9583588,
"KOR","EDUTRY","55_64","PC_AGE","A","2006",10.59866,
"KOR","EDUTRY","55_64","PC_AGE","A","2007",10.962075,
"KOR","EDUTRY","55_64","PC_AGE","A","2008",12.046629,
"KOR","EDUTRY","55_64","PC_AGE","A","2009",13.127126,
"KOR","EDUTRY","55_64","PC_AGE","A","2010",12.760121,
"KOR","EDUTRY","55_64","PC_AGE","A","2011",12.807532,
"KOR","EDUTRY","55_64","PC_AGE","A","2012",13.529098,
"KOR","EDUTRY","55_64","PC_AGE","A","2013",15.070721,
"KOR","EDUTRY","55_64","PC_AGE","A","2014",17.33942,
"KOR","EDUTRY","55_64","PC_AGE","A","2015",18.330021,
"KOR","EDUTRY","55_64","PC_AGE","A","2016",19.659506,
"KOR","EDUTRY","55_64","PC_AGE","A","2017",21.343103,
"KOR","EDUTRY","55_64","PC_AGE","A","2018",23.097208,
"KOR","EDUTRY","55_64","PC_AGE","A","2019",24.380547,
"KOR","EDUTRY","55_64","PC_AGE","A","2020",25.077141,
"KOR","EDUTRY","55_64","PC_AGE","A","2021",25.896082,
"KOR","EDUTRY","55_64","PC_AGE","A","2022",27.284521,
"DNK","EDUTRY","55_64","PC_AGE","A","1981",8.148963,
"DNK","EDUTRY","55_64","PC_AGE","A","1988",10.891089,
"DNK","EDUTRY","55_64","PC_AGE","A","1991",11.887869,
"DNK","EDUTRY","55_64","PC_AGE","A","1992",12.571866,
"DNK","EDUTRY","55_64","PC_AGE","A","1994",13.152792,
"DNK","EDUTRY","55_64","PC_AGE","A","1995",14.278952,
"DNK","EDUTRY","55_64","PC_AGE","A","1998",19.31163,
"DNK","EDUTRY","55_64","PC_AGE","A","1999",19.024092,
"DNK","EDUTRY","55_64","PC_AGE","A","2000",18.240519,
"DNK","EDUTRY","55_64","PC_AGE","A","2001",22.214659,
"DNK","EDUTRY","55_64","PC_AGE","A","2002",24.270222,
"DNK","EDUTRY","55_64","PC_AGE","A","2003",25.858639,
"DNK","EDUTRY","55_64","PC_AGE","A","2004",26.801239,
"DNK","EDUTRY","55_64","PC_AGE","A","2005",27.273354,
"DNK","EDUTRY","55_64","PC_AGE","A","2006",28.469522,
"DNK","EDUTRY","55_64","PC_AGE","A","2007",24.743715,
"DNK","EDUTRY","55_64","PC_AGE","A","2008",24.901405,
"DNK","EDUTRY","55_64","PC_AGE","A","2009",26.927145,
"DNK","EDUTRY","55_64","PC_AGE","A","2010",26.89296,
"DNK","EDUTRY","55_64","PC_AGE","A","2011",27.220882,
"DNK","EDUTRY","55_64","PC_AGE","A","2012",28.055231,
"DNK","EDUTRY","55_64","PC_AGE","A","2013",28.404854,
"DNK","EDUTRY","55_64","PC_AGE","A","2014",29.069925,
"DNK","EDUTRY","55_64","PC_AGE","A","2015",27.946083,
"DNK","EDUTRY","55_64","PC_AGE","A","2016",29.706284,
"DNK","EDUTRY","55_64","PC_AGE","A","2017",30.281456,
"DNK","EDUTRY","55_64","PC_AGE","A","2018",30.057343,
"DNK","EDUTRY","55_64","PC_AGE","A","2019",30.750969,
"DNK","EDUTRY","55_64","PC_AGE","A","2020",29.927095,
"DNK","EDUTRY","55_64","PC_AGE","A","2021",30.549738,
"DNK","EDUTRY","55_64","PC_AGE","A","2022",30.305115,
"DEU","EDUTRY","55_64","PC_AGE","A","1989",11.783573,
"DEU","EDUTRY","55_64","PC_AGE","A","1991",16.523174,
"DEU","EDUTRY","55_64","PC_AGE","A","1992",16.222145,
"DEU","EDUTRY","55_64","PC_AGE","A","1994",17.409414,
"DEU","EDUTRY","55_64","PC_AGE","A","1995",17.615973,
"DEU","EDUTRY","55_64","PC_AGE","A","1997",18.380018,
"DEU","EDUTRY","55_64","PC_AGE","A","1998",19.34388,
"DEU","EDUTRY","55_64","PC_AGE","A","1999",19.407833,
"DEU","EDUTRY","55_64","PC_AGE","A","2000",20.190275,
"DEU","EDUTRY","55_64","PC_AGE","A","2001",20.162554,
"DEU","EDUTRY","55_64","PC_AGE","A","2002",20.606361,
"DEU","EDUTRY","55_64","PC_AGE","A","2003",21.569225,
"DEU","EDUTRY","55_64","PC_AGE","A","2004",22.817194,
"DEU","EDUTRY","55_64","PC_AGE","A","2005",22.922871,
"DEU","EDUTRY","55_64","PC_AGE","A","2006",22.684898,
"DEU","EDUTRY","55_64","PC_AGE","A","2007",23.11722,
"DEU","EDUTRY","55_64","PC_AGE","A","2008",24.40427,
"DEU","EDUTRY","55_64","PC_AGE","A","2009",25.276461,
"DEU","EDUTRY","55_64","PC_AGE","A","2010",25.354836,
"DEU","EDUTRY","55_64","PC_AGE","A","2011",26.202288,
"DEU","EDUTRY","55_64","PC_AGE","A","2012",26.432081,
"DEU","EDUTRY","55_64","PC_AGE","A","2013",26.589605,
"DEU","EDUTRY","55_64","PC_AGE","A","2014",25.469536,
"DEU","EDUTRY","55_64","PC_AGE","A","2015",25.612535,
"DEU","EDUTRY","55_64","PC_AGE","A","2016",26.290979,
"DEU","EDUTRY","55_64","PC_AGE","A","2017",26.336317,
"DEU","EDUTRY","55_64","PC_AGE","A","2018",26.330261,
"DEU","EDUTRY","55_64","PC_AGE","A","2019",26.91873,
"DEU","EDUTRY","55_64","PC_AGE","A","2020",27.56699,
"DEU","EDUTRY","55_64","PC_AGE","A","2021",26.829609,
"DEU","EDUTRY","55_64","PC_AGE","A","2022",27.97724,
"ISL","EDUTRY","55_64","PC_AGE","A","2003",16.535374,
"ISL","EDUTRY","55_64","PC_AGE","A","2004",17.842873,
"ISL","EDUTRY","55_64","PC_AGE","A","2005",20.051516,
"ISL","EDUTRY","55_64","PC_AGE","A","2006",21.035097,
"ISL","EDUTRY","55_64","PC_AGE","A","2007",22.171579,
"ISL","EDUTRY","55_64","PC_AGE","A","2008",23.413286,
"ISL","EDUTRY","55_64","PC_AGE","A","2009",22.902086,
"ISL","EDUTRY","55_64","PC_AGE","A","2010",21.790237,
"ISL","EDUTRY","55_64","PC_AGE","A","2011",22.908571,
"ISL","EDUTRY","55_64","PC_AGE","A","2012",23.954699,
"ISL","EDUTRY","55_64","PC_AGE","A","2013",24.776773,
"ISL","EDUTRY","55_64","PC_AGE","A","2014",27.99505,
"ISL","EDUTRY","55_64","PC_AGE","A","2015",28.342468,
"ISL","EDUTRY","55_64","PC_AGE","A","2016",26.994028,
"ISL","EDUTRY","55_64","PC_AGE","A","2017",28.556139,
"ISL","EDUTRY","55_64","PC_AGE","A","2018",28.869511,
"ISL","EDUTRY","55_64","PC_AGE","A","2019",29.809109,
"ISL","EDUTRY","55_64","PC_AGE","A","2020",31.339321,
"ISL","EDUTRY","55_64","PC_AGE","A","2021",34.419827,
"ISL","EDUTRY","55_64","PC_AGE","A","2022",33.543453,
"JPN","EDUTRY","55_64","PC_AGE","A","1997",13.696893,
"JPN","EDUTRY","55_64","PC_AGE","A","1998",13.22884,
"JPN","EDUTRY","55_64","PC_AGE","A","1999",14.259259,
"JPN","EDUTRY","55_64","PC_AGE","A","2000",15.144083,
"JPN","EDUTRY","55_64","PC_AGE","A","2001",15.143929,
"JPN","EDUTRY","55_64","PC_AGE","A","2002",18.007425,
"JPN","EDUTRY","55_64","PC_AGE","A","2003",19.179735,
"JPN","EDUTRY","55_64","PC_AGE","A","2004",20.636724,
"JPN","EDUTRY","55_64","PC_AGE","A","2005",21.72702,
"JPN","EDUTRY","55_64","PC_AGE","A","2006",22.836405,
"JPN","EDUTRY","55_64","PC_AGE","A","2007",23.830734,
"JPN","EDUTRY","55_64","PC_AGE","A","2008",26.03352,
"JPN","EDUTRY","55_64","PC_AGE","A","2009",27.405741,
"JPN","EDUTRY","55_64","PC_AGE","A","2010",28.969358,
"JPN","EDUTRY","55_64","PC_AGE","A","2011",30.733681,
"JPN","EDUTRY","55_64","PC_AGE","A","2012",32.047646,
"JPN","EDUTRY","55_64","PC_AGE","A","2013",33.763187,
"JPN","EDUTRY","55_64","PC_AGE","A","2014",35.049019,
"JPN","EDUTRY","55_64","PC_AGE","A","2015",38.177181,
"JPN","EDUTRY","55_64","PC_AGE","A","2016",39.72332,
"JPN","EDUTRY","55_64","PC_AGE","A","2017",41.066666,
"JPN","EDUTRY","55_64","PC_AGE","A","2018",43.001347,
"JPN","EDUTRY","55_64","PC_AGE","A","2019",44.489521,
"JPN","EDUTRY","55_64","PC_AGE","A","2020",45.491524,
"JPN","EDUTRY","55_64","PC_AGE","A","2021",47.082767,
"JPN","EDUTRY","55_64","PC_AGE","A","2022",47.843399,
"MEX","EDUTRY","55_64","PC_AGE","A","1997",5.283299,
"MEX","EDUTRY","55_64","PC_AGE","A","1998",4.8032031,
"MEX","EDUTRY","55_64","PC_AGE","A","1999",5.6032977,
"MEX","EDUTRY","55_64","PC_AGE","A","2000",6.9774776,
"MEX","EDUTRY","55_64","PC_AGE","A","2001",7.193738,
"MEX","EDUTRY","55_64","PC_AGE","A","2002",7.2691374,
"MEX","EDUTRY","55_64","PC_AGE","A","2003",7.6701546,
"MEX","EDUTRY","55_64","PC_AGE","A","2004",8.5479517,
"MEX","EDUTRY","55_64","PC_AGE","A","2005",7.0531073,
"MEX","EDUTRY","55_64","PC_AGE","A","2006",7.6171341,
"MEX","EDUTRY","55_64","PC_AGE","A","2007",8.205575,
"MEX","EDUTRY","55_64","PC_AGE","A","2008",8.2567139,
"MEX","EDUTRY","55_64","PC_AGE","A","2009",9.248004,
"MEX","EDUTRY","55_64","PC_AGE","A","2010",10.369165,
"MEX","EDUTRY","55_64","PC_AGE","A","2011",10.753563,
"MEX","EDUTRY","55_64","PC_AGE","A","2012",11.231471,
"MEX","EDUTRY","55_64","PC_AGE","A","2013",11.506743,
"MEX","EDUTRY","55_64","PC_AGE","A","2014",11.814732,
"MEX","EDUTRY","55_64","PC_AGE","A","2015",12.136959,
"MEX","EDUTRY","55_64","PC_AGE","A","2016",12.60333,
"MEX","EDUTRY","55_64","PC_AGE","A","2017",13.356908,
"MEX","EDUTRY","55_64","PC_AGE","A","2018",13.942506,
"MEX","EDUTRY","55_64","PC_AGE","A","2019",13.611008,
"MEX","EDUTRY","55_64","PC_AGE","A","2020",15.106633,
"MEX","EDUTRY","55_64","PC_AGE","A","2021",15.875382,
"MEX","EDUTRY","55_64","PC_AGE","A","2022",15.693532,
"NOR","EDUTRY","55_64","PC_AGE","A","1981",8.584053,
"NOR","EDUTRY","55_64","PC_AGE","A","1989",11.578947,
"NOR","EDUTRY","55_64","PC_AGE","A","1991",14.040998,
"NOR","EDUTRY","55_64","PC_AGE","A","1992",14.248352,
"NOR","EDUTRY","55_64","PC_AGE","A","1994",17.657875,
"NOR","EDUTRY","55_64","PC_AGE","A","1995",17.981199,
"NOR","EDUTRY","55_64","PC_AGE","A","2005",23.931623,
"NOR","EDUTRY","55_64","PC_AGE","A","2006",24.880733,
"NOR","EDUTRY","55_64","PC_AGE","A","2007",26.422018,
"NOR","EDUTRY","55_64","PC_AGE","A","2008",27.997204,
"NOR","EDUTRY","55_64","PC_AGE","A","2009",27.184801,
"NOR","EDUTRY","55_64","PC_AGE","A","2010",27.344284,
"NOR","EDUTRY","55_64","PC_AGE","A","2011",29.249828,
"NOR","EDUTRY","55_64","PC_AGE","A","2012",29.911924,
"NOR","EDUTRY","55_64","PC_AGE","A","2013",30.826307,
"NOR","EDUTRY","55_64","PC_AGE","A","2014",31.675568,
"NOR","EDUTRY","55_64","PC_AGE","A","2015",32.859974,
"NOR","EDUTRY","55_64","PC_AGE","A","2016",32.973148,
"NOR","EDUTRY","55_64","PC_AGE","A","2017",33.182407,
"NOR","EDUTRY","55_64","PC_AGE","A","2018",34.274593,
"NOR","EDUTRY","55_64","PC_AGE","A","2019",34.234402,
"NOR","EDUTRY","55_64","PC_AGE","A","2020",34.497135,
"NOR","EDUTRY","55_64","PC_AGE","A","2021",35.097279,
"NOR","EDUTRY","55_64","PC_AGE","A","2022",35.736195,
"SVK","EDUTRY","55_64","PC_AGE","A","1997",6.0848851,
"SVK","EDUTRY","55_64","PC_AGE","A","1998",6.656548,
"SVK","EDUTRY","55_64","PC_AGE","A","1999",6.8920956,
"SVK","EDUTRY","55_64","PC_AGE","A","2000",7.8068495,
"SVK","EDUTRY","55_64","PC_AGE","A","2001",8.5599833,
"SVK","EDUTRY","55_64","PC_AGE","A","2002",8.5581789,
"SVK","EDUTRY","55_64","PC_AGE","A","2003",8.9019156,
"SVK","EDUTRY","55_64","PC_AGE","A","2004",10.627985,
"SVK","EDUTRY","55_64","PC_AGE","A","2005",11.961649,
"SVK","EDUTRY","55_64","PC_AGE","A","2006",13.311493,
"SVK","EDUTRY","55_64","PC_AGE","A","2007",12.095174,
"SVK","EDUTRY","55_64","PC_AGE","A","2008",10.869204,
"SVK","EDUTRY","55_64","PC_AGE","A","2009",12.136653,
"SVK","EDUTRY","55_64","PC_AGE","A","2010",12.700495,
"SVK","EDUTRY","55_64","PC_AGE","A","2011",13.853285,
"SVK","EDUTRY","55_64","PC_AGE","A","2012",13.681331,
"SVK","EDUTRY","55_64","PC_AGE","A","2013",13.859944,
"SVK","EDUTRY","55_64","PC_AGE","A","2014",13.881691,
"SVK","EDUTRY","55_64","PC_AGE","A","2015",13.394305,
"SVK","EDUTRY","55_64","PC_AGE","A","2016",13.909225,
"SVK","EDUTRY","55_64","PC_AGE","A","2017",15.743619,
"SVK","EDUTRY","55_64","PC_AGE","A","2018",15.587601,
"SVK","EDUTRY","55_64","PC_AGE","A","2019",16.076309,
"SVK","EDUTRY","55_64","PC_AGE","A","2020",17.428858,
"SVK","EDUTRY","55_64","PC_AGE","A","2021",18.334421,
"SVK","EDUTRY","55_64","PC_AGE","A","2022",18.61511,
"BRA","EDUTRY","55_64","PC_AGE","A","2007",8.2109575,
"BRA","EDUTRY","55_64","PC_AGE","A","2008",9.1473169,
"BRA","EDUTRY","55_64","PC_AGE","A","2009",8.9247875,
"BRA","EDUTRY","55_64","PC_AGE","A","2011",9.4752359,
"BRA","EDUTRY","55_64","PC_AGE","A","2012",10.18331,
"BRA","EDUTRY","55_64","PC_AGE","A","2013",10.721239,
"BRA","EDUTRY","55_64","PC_AGE","A","2014",11.153675,
"BRA","EDUTRY","55_64","PC_AGE","A","2015",11.50403,
"BRA","EDUTRY","55_64","PC_AGE","A","2016",13.726589,
"BRA","EDUTRY","55_64","PC_AGE","A","2017",13.717048,
"BRA","EDUTRY","55_64","PC_AGE","A","2018",14.273072,
"BRA","EDUTRY","55_64","PC_AGE","A","2019",14.169739,
"BRA","EDUTRY","55_64","PC_AGE","A","2020",14.941814,
"BRA","EDUTRY","55_64","PC_AGE","A","2021",15.340699,
"BRA","EDUTRY","55_64","PC_AGE","A","2022",15.326705,
"ISR","EDUTRY","55_64","PC_AGE","A","2002",41.807297,
"ISR","EDUTRY","55_64","PC_AGE","A","2003",43.141945,
"ISR","EDUTRY","55_64","PC_AGE","A","2005",42.467461,
"ISR","EDUTRY","55_64","PC_AGE","A","2007",43.477528,
"ISR","EDUTRY","55_64","PC_AGE","A","2008",44.147209,
"ISR","EDUTRY","55_64","PC_AGE","A","2009",45.017868,
"ISR","EDUTRY","55_64","PC_AGE","A","2010",44.575302,
"ISR","EDUTRY","55_64","PC_AGE","A","2011",45.329151,
"ISR","EDUTRY","55_64","PC_AGE","A","2012",46.521183,
"ISR","EDUTRY","55_64","PC_AGE","A","2013",46.746094,
"ISR","EDUTRY","55_64","PC_AGE","A","2014",47.39373,
"ISR","EDUTRY","55_64","PC_AGE","A","2015",47.231915,
"ISR","EDUTRY","55_64","PC_AGE","A","2016",47.615772,
"ISR","EDUTRY","55_64","PC_AGE","A","2017",48.143841,
"ISR","EDUTRY","55_64","PC_AGE","A","2018",46.966572,
"ISR","EDUTRY","55_64","PC_AGE","A","2019",46.874813,
"ISR","EDUTRY","55_64","PC_AGE","A","2020",46.143837,
"ISR","EDUTRY","55_64","PC_AGE","A","2021",46.290798,
"ISR","EDUTRY","55_64","PC_AGE","A","2022",47.229183,
"ARG","EDUTRY","55_64","PC_AGE","A","2004",13.253576,
"ARG","EDUTRY","55_64","PC_AGE","A","2005",13.840585,
"ARG","EDUTRY","55_64","PC_AGE","A","2006",14.24198,
"ARG","EDUTRY","55_64","PC_AGE","A","2008",15.59493,
"ARG","EDUTRY","55_64","PC_AGE","A","2009",16.165277,
"ARG","EDUTRY","55_64","PC_AGE","A","2010",16.495468,
"ARG","EDUTRY","55_64","PC_AGE","A","2011",16.534599,
"ARG","EDUTRY","55_64","PC_AGE","A","2012",16.770933,
"ARG","EDUTRY","55_64","PC_AGE","A","2013",18.319736,
"ARG","EDUTRY","55_64","PC_AGE","A","2014",17.639269,
"ARG","EDUTRY","55_64","PC_AGE","A","2017",21.526859,
"ARG","EDUTRY","55_64","PC_AGE","A","2018",21.09399,
"ARG","EDUTRY","55_64","PC_AGE","A","2019",21.422487,
"ARG","EDUTRY","55_64","PC_AGE","A","2020",21.524534,
"ARG","EDUTRY","55_64","PC_AGE","A","2021",24.851294,
"COL","EDUTRY","55_64","PC_AGE","A","2010",11.25213,
"COL","EDUTRY","55_64","PC_AGE","A","2011",11.953431,
"COL","EDUTRY","55_64","PC_AGE","A","2012",12.384232,
"COL","EDUTRY","55_64","PC_AGE","A","2013",13.69706,
"COL","EDUTRY","55_64","PC_AGE","A","2014",14.358308,
"COL","EDUTRY","55_64","PC_AGE","A","2015",14.488568,
"COL","EDUTRY","55_64","PC_AGE","A","2016",14.622467,
"COL","EDUTRY","55_64","PC_AGE","A","2017",14.610387,
"COL","EDUTRY","55_64","PC_AGE","A","2018",15.275399,
"COL","EDUTRY","55_64","PC_AGE","A","2019",15.485025,
"COL","EDUTRY","55_64","PC_AGE","A","2020",15.884255,
"COL","EDUTRY","55_64","PC_AGE","A","2021",18.292406,
"COL","EDUTRY","55_64","PC_AGE","A","2022",19.102085,
"IND","EDUTRY","55_64","PC_AGE","A","2011",6.8994546,
"IND","EDUTRY","55_64","PC_AGE","A","2012",4.2033691,
"IND","EDUTRY","55_64","PC_AGE","A","2018",6.1085997,
"IND","EDUTRY","55_64","PC_AGE","A","2019",6.5927796,
"IND","EDUTRY","55_64","PC_AGE","A","2020",6.7161007,
"IND","EDUTRY","55_64","PC_AGE","A","2022",6.4669428,
"IDN","EDUTRY","55_64","PC_AGE","A","2004",4.257473,
"IDN","EDUTRY","55_64","PC_AGE","A","2005",2.7216642,
"IDN","EDUTRY","55_64","PC_AGE","A","2006",2.7391353,
"IDN","EDUTRY","55_64","PC_AGE","A","2007",3.5469384,
"IDN","EDUTRY","55_64","PC_AGE","A","2008",3.170661,
"IDN","EDUTRY","55_64","PC_AGE","A","2009",4.1592183,
"IDN","EDUTRY","55_64","PC_AGE","A","2010",4.3940816,
"IDN","EDUTRY","55_64","PC_AGE","A","2011",4.4167275,
"IDN","EDUTRY","55_64","PC_AGE","A","2012",4.7196341,
"IDN","EDUTRY","55_64","PC_AGE","A","2013",5.1742096,
"IDN","EDUTRY","55_64","PC_AGE","A","2014",5.2213736,
"IDN","EDUTRY","55_64","PC_AGE","A","2015",6.2710619,
"IDN","EDUTRY","55_64","PC_AGE","A","2016",6.7332129,
"IDN","EDUTRY","55_64","PC_AGE","A","2017",7.2144108,
"IDN","EDUTRY","55_64","PC_AGE","A","2018",7.5555267,
"IDN","EDUTRY","55_64","PC_AGE","A","2019",7.9314756,
"IDN","EDUTRY","55_64","PC_AGE","A","2020",8.4472475,
"IDN","EDUTRY","55_64","PC_AGE","A","2021",8.8163404,
"IDN","EDUTRY","55_64","PC_AGE","A","2022",8.806716,
"LVA","EDUTRY","55_64","PC_AGE","A","1996",14.14694,
"LVA","EDUTRY","55_64","PC_AGE","A","1997",12.885471,
"LVA","EDUTRY","55_64","PC_AGE","A","1998",13.047331,
"LVA","EDUTRY","55_64","PC_AGE","A","1999",13.946254,
"LVA","EDUTRY","55_64","PC_AGE","A","2000",15.157318,
"LVA","EDUTRY","55_64","PC_AGE","A","2001",15.454865,
"LVA","EDUTRY","55_64","PC_AGE","A","2002",17.130205,
"LVA","EDUTRY","55_64","PC_AGE","A","2003",17.199505,
"LVA","EDUTRY","55_64","PC_AGE","A","2004",18.589916,
"LVA","EDUTRY","55_64","PC_AGE","A","2005",19.334545,
"LVA","EDUTRY","55_64","PC_AGE","A","2006",17.76734,
"LVA","EDUTRY","55_64","PC_AGE","A","2007",17.824389,
"LVA","EDUTRY","55_64","PC_AGE","A","2008",21.382633,
"LVA","EDUTRY","55_64","PC_AGE","A","2009",21.799067,
"LVA","EDUTRY","55_64","PC_AGE","A","2010",22.00695,
"LVA","EDUTRY","55_64","PC_AGE","A","2011",20.68063,
"LVA","EDUTRY","55_64","PC_AGE","A","2012",22.048847,
"LVA","EDUTRY","55_64","PC_AGE","A","2013",24.828592,
"LVA","EDUTRY","55_64","PC_AGE","A","2014",23.0198,
"LVA","EDUTRY","55_64","PC_AGE","A","2015",24.735071,
"LVA","EDUTRY","55_64","PC_AGE","A","2016",26.995855,
"LVA","EDUTRY","55_64","PC_AGE","A","2017",27.114574,
"LVA","EDUTRY","55_64","PC_AGE","A","2018",25.889235,
"LVA","EDUTRY","55_64","PC_AGE","A","2019",27.810316,
"LVA","EDUTRY","55_64","PC_AGE","A","2020",29.316635,
"LVA","EDUTRY","55_64","PC_AGE","A","2021",29.892599,
"LVA","EDUTRY","55_64","PC_AGE","A","2022",30.060211,
"LTU","EDUTRY","55_64","PC_AGE","A","2000",33.553852,
"LTU","EDUTRY","55_64","PC_AGE","A","2005",19.10815,
"LTU","EDUTRY","55_64","PC_AGE","A","2006",18.580326,
"LTU","EDUTRY","55_64","PC_AGE","A","2007",21.020296,
"LTU","EDUTRY","55_64","PC_AGE","A","2008",22.834255,
"LTU","EDUTRY","55_64","PC_AGE","A","2009",22.481855,
"LTU","EDUTRY","55_64","PC_AGE","A","2010",23.084454,
"LTU","EDUTRY","55_64","PC_AGE","A","2011",24.281687,
"LTU","EDUTRY","55_64","PC_AGE","A","2012",25.222584,
"LTU","EDUTRY","55_64","PC_AGE","A","2013",25.882751,
"LTU","EDUTRY","55_64","PC_AGE","A","2014",27.637457,
"LTU","EDUTRY","55_64","PC_AGE","A","2015",29.536377,
"LTU","EDUTRY","55_64","PC_AGE","A","2016",30.686686,
"LTU","EDUTRY","55_64","PC_AGE","A","2017",29.454435,
"LTU","EDUTRY","55_64","PC_AGE","A","2018",30.099237,
"LTU","EDUTRY","55_64","PC_AGE","A","2019",30.421673,
"LTU","EDUTRY","55_64","PC_AGE","A","2020",31.322334,
"LTU","EDUTRY","55_64","PC_AGE","A","2021",31.503212,
"LTU","EDUTRY","55_64","PC_AGE","A","2022",33.28376,
"SAU","EDUTRY","55_64","PC_AGE","A","2014",15.455496,
"ZAF","EDUTRY","55_64","PC_AGE","A","2010",6.353498,
"ZAF","EDUTRY","55_64","PC_AGE","A","2011",7.2154803,
"ZAF","EDUTRY","55_64","PC_AGE","A","2012",8.6553812,
"ZAF","EDUTRY","55_64","PC_AGE","A","2013",11.179932,
"ZAF","EDUTRY","55_64","PC_AGE","A","2014",11.532671,
"ZAF","EDUTRY","55_64","PC_AGE","A","2015",11.904675,
"ZAF","EDUTRY","55_64","PC_AGE","A","2016",13.260135,
"ZAF","EDUTRY","55_64","PC_AGE","A","2017",13.357006,
"ZAF","EDUTRY","55_64","PC_AGE","A","2018",14.718273,
"ZAF","EDUTRY","55_64","PC_AGE","A","2019",14.552908,
"ZAF","EDUTRY","55_64","PC_AGE","A","2020",14.615853,
